product_code,Business Unit,Type,Products Business Line Leader,Subtype,Product Name,Brand Name,Brand Manager
17855381,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Well of Many Worlds,RED CURTAIN,Siras Invictus
17879876,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,CLOAK,Cape of the Mountebank,U.N.N.,Ruralion Baeneduren
17972687,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Battle Standard of Infernal Power,U.N.N.,Ruralion Baeneduren
17985756,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Astromancy Archive,SABLE,Nundro Rockseeker
18062725,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 1,RED CURTAIN,Siras Invictus
18093883,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Water Elemental Essence Shard,RED CURTAIN,Siras Invictus
18149497,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Resistance,ARCANTIC,Enthoril Murkywaters
18176800,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Obsidian),BORDERLANDS,Thaldrak Battlehammer
18200515,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Aberrations),MYTHAL,Arentian Mythrandius
18204802,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Religious Knowledge,ARCANTIC,Enthoril Murkywaters
18223703,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Dagger ,RED CURTAIN,Siras Invictus
18305423,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Risian Pine Focus,MYTHAL,Arentian Mythrandius
18380182,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sword of the Paruns,U.N.N.,Ruralion Baeneduren
18449413,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,WIND INSTRUMENT,Horn of Silent Alarm,RED CURTAIN,Siras Invictus
18536458,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Mule,RED CURTAIN,Siras Invictus
18591669,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Claw of the Wyrm Rune,MYTHAL,Arentian Mythrandius
18603314,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Marble Elephant of Wondrous Power,BORDERLANDS,Thaldrak Battlehammer
18608791,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Pot, iron ",BORDERLANDS,Thaldrak Battlehammer
18759430,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Obsidian Steed of Wondrous Power,MYTHAL,Arentian Mythrandius
18862194,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,AMULET / NECKLACE,Pennant of the Vind Rune,SABLE,Nundro Rockseeker
18990913,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Brass Horn of Valhalla,SABLE,Nundro Rockseeker
19074080,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Greatclub,BORDERLANDS,Thaldrak Battlehammer
19114167,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Mastiff,RED CURTAIN,Siras Invictus
19305027,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Painter’s supplies ,BORDERLANDS,Thaldrak Battlehammer
19361682,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Dart (10),U.N.N.,Ruralion Baeneduren
19418268,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Air Elemental Command,RED CURTAIN,Siras Invictus
19447528,ADVENTURING,TOOLS & KITS,Kay Glimshine,CONTAINER,Pouch ,BORDERLANDS,Thaldrak Battlehammer
19477812,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Horn of Endless Maze,SABLE,Nundro Rockseeker
19512135,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Ironfang,SABLE,Nundro Rockseeker
19517643,ADVENTURING,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Onyx Dog of Wondrous Power,SABLE,Nundro Rockseeker
19532756,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sunsword,MYTHAL,Arentian Mythrandius
19557821,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Tome of Understanding,SABLE,Nundro Rockseeker
19730864,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Amulet (Holy symbol),RED CURTAIN,Siras Invictus
19834752,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Greataxe ,RED CURTAIN,Siras Invictus
19867825,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Bagpipes,RED CURTAIN,Siras Invictus
19929874,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Charming,U.N.N.,Ruralion Baeneduren
19933727,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Pole of Angling,MYTHAL,Arentian Mythrandius
19942139,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Celestials),RED CURTAIN,Siras Invictus
19952009,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Magical Elven Chain,U.N.N.,Ruralion Baeneduren
19989250,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Jeweler’s tools ,BORDERLANDS,Thaldrak Battlehammer
19990112,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Anstruth harp,MYTHAL,Arentian Mythrandius
20041962,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Balloon Pack,SABLE,Nundro Rockseeker
20062955,COMMISSIONS,JEWELRY,Lanec Lot,AMULET / NECKLACE,Talisman of Ultimate Evil,MYTHAL,Arentian Mythrandius
20081620,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Circlet of Human Perfection,SABLE,Nundro Rockseeker
20120211,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Devotees Censer,SABLE,Nundro Rockseeker
20128711,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dispelling Stone,SABLE,Nundro Rockseeker
20148448,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,"Case, map or scroll ",BORDERLANDS,Thaldrak Battlehammer
20159870,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Protection,SABLE,Nundro Rockseeker
20162078,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Potter’s tools ,U.N.N.,Ruralion Baeneduren
20181476,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Light Armour +2,SABLE,Nundro Rockseeker
20224969,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Daerns Instant Fortress,U.N.N.,Ruralion Baeneduren
20275431,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,AMULET / NECKLACE,Pennant of the Vind Rune,SABLE,Nundro Rockseeker
20286498,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Unbreakable Arrow,U.N.N.,Ruralion Baeneduren
20320573,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Web,MYTHAL,Arentian Mythrandius
20349337,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Cloak of Many Fashions,ARCANTIC,Enthoril Murkywaters
20397355,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Regeneration,ARCANTIC,Enthoril Murkywaters
20439320,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Mastiff,BORDERLANDS,Thaldrak Battlehammer
20445721,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,WIND INSTRUMENT,Horn of Silent Alarm,BORDERLANDS,Thaldrak Battlehammer
20456327,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Chain mail ,BORDERLANDS,Thaldrak Battlehammer
20499480,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Emblem (Holy symbol),U.N.N.,Ruralion Baeneduren
20518671,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Feather Token (Swan Boat),RED CURTAIN,Siras Invictus
20554238,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Pan flute,RED CURTAIN,Siras Invictus
20567742,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Uncommon Crafting Components,MYTHAL,Arentian Mythrandius
20718981,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Cursed Luckstone,SABLE,Nundro Rockseeker
20741287,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Ink pen (with Ink),U.N.N.,Ruralion Baeneduren
20749913,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Walloping Ammunition Enchantment,RED CURTAIN,Siras Invictus
20825074,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Radiant Resistance,MYTHAL,Arentian Mythrandius
20879901,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Dragon Slayer,SABLE,Nundro Rockseeker
20967300,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Sled,U.N.N.,Ruralion Baeneduren
21059193,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Reliquary (Holy symbol),BORDERLANDS,Thaldrak Battlehammer
21139846,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Helm of Teleportation,SABLE,Nundro Rockseeker
21148846,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Magic Detection,SABLE,Nundro Rockseeker
21156598,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,TOOLS,Rare Crafting Components,ARCANTIC,Enthoril Murkywaters
21180196,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Natures Mantle,ARCANTIC,Enthoril Murkywaters
21271220,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Arrows +2,SABLE,Nundro Rockseeker
21273160,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Tinker’s tools ,RED CURTAIN,Siras Invictus
21319590,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Hellsteel Martial Melee Weapon,U.N.N.,Ruralion Baeneduren
21412976,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Yew wand (Druidic focus),RED CURTAIN,Siras Invictus
21461988,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll: Cantrip,SABLE,Nundro Rockseeker
21479306,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Waterskin (full),U.N.N.,Ruralion Baeneduren
21572496,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sickle,RED CURTAIN,Siras Invictus
21615109,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Orcsplitter,ARCANTIC,Enthoril Murkywaters
21658921,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Eyes,SABLE,Nundro Rockseeker
21737688,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Dyrrns Tentacle Whip,BORDERLANDS,Thaldrak Battlehammer
21789741,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Piwafwi of Fire Resistance,ARCANTIC,Enthoril Murkywaters
21806660,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Light Armour +1,MYTHAL,Arentian Mythrandius
21816830,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Halberd ,RED CURTAIN,Siras Invictus
21908394,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of the Ram,ARCANTIC,Enthoril Murkywaters
21947685,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Animated Shield,ARCANTIC,Enthoril Murkywaters
21967269,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Backpack ,RED CURTAIN,Siras Invictus
21993540,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Moon-Touched 1H-Sword,ARCANTIC,Enthoril Murkywaters
22010741,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dragonchess set,BORDERLANDS,Thaldrak Battlehammer
22050249,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Insignia of Claws,SABLE,Nundro Rockseeker
22090749,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Club ,U.N.N.,Ruralion Baeneduren
22121025,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Waythe,BORDERLANDS,Thaldrak Battlehammer
22144233,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Staff of Birdcalls,ARCANTIC,Enthoril Murkywaters
22263157,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Exotic Saddle,BORDERLANDS,Thaldrak Battlehammer
22298999,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Mason’s tools ,RED CURTAIN,Siras Invictus
22385391,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Vial (Crate),RED CURTAIN,Siras Invictus
22386053,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Horse,RED CURTAIN,Siras Invictus
22516017,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Black Dragon Mask,SABLE,Nundro Rockseeker
22519605,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Holy water (flask) ,BORDERLANDS,Thaldrak Battlehammer
22549946,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Pole of Collapsing,ARCANTIC,Enthoril Murkywaters
22576525,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Speed,SABLE,Nundro Rockseeker
22593265,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Danoths Visor,U.N.N.,Ruralion Baeneduren
22616281,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Aqueous Form,SABLE,Nundro Rockseeker
22640420,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Staff,RED CURTAIN,Siras Invictus
22673104,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Military Camoflage (Snow),RED CURTAIN,Siras Invictus
22839458,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Lyre,BORDERLANDS,Thaldrak Battlehammer
22857349,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,BOOTS,Boots of Striding and Springing,SABLE,Nundro Rockseeker
22922495,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Universal Solvent,SABLE,Nundro Rockseeker
22967887,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Ruby),SABLE,Nundro Rockseeker
22973547,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Hunters Coat,RED CURTAIN,Siras Invictus
23023467,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Astral Shard,BORDERLANDS,Thaldrak Battlehammer
23069647,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Cube of Force,BORDERLANDS,Thaldrak Battlehammer
23170093,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Rakdos Riteknife,SABLE,Nundro Rockseeker
23222530,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Periapt of Wound Closure,BORDERLANDS,Thaldrak Battlehammer
23273525,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Bag of Tricks,ARCANTIC,Enthoril Murkywaters
23300093,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Robes ,RED CURTAIN,Siras Invictus
23411667,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Hide armour,U.N.N.,Ruralion Baeneduren
23419257,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Bronze Griffon of Wondrous Power,U.N.N.,Ruralion Baeneduren
23435690,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Drake,BORDERLANDS,Thaldrak Battlehammer
23454505,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Fate,BORDERLANDS,Thaldrak Battlehammer
23456187,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Mariners Armour,SABLE,Nundro Rockseeker
23477217,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Paralysis,RED CURTAIN,Siras Invictus
23513230,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Cloak of Protection,SABLE,Nundro Rockseeker
23594150,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of the Archmagi,MYTHAL,Arentian Mythrandius
23621341,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Hammer ,U.N.N.,Ruralion Baeneduren
23623168,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Greater Silver Sword,MYTHAL,Arentian Mythrandius
23625191,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Hourglass ,RED CURTAIN,Siras Invictus
23645180,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Ventilating Lungs,RED CURTAIN,Siras Invictus
23656860,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Warhorse,BORDERLANDS,Thaldrak Battlehammer
23787575,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Pressure Capsule,ARCANTIC,Enthoril Murkywaters
23893341,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Daerns Instant Fortress,ARCANTIC,Enthoril Murkywaters
23925381,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Cube of Force,U.N.N.,Ruralion Baeneduren
23925889,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Steeder,RED CURTAIN,Siras Invictus
23931376,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Prosthetic Limb,ARCANTIC,Enthoril Murkywaters
23934913,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Robes ,U.N.N.,Ruralion Baeneduren
23936863,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Restorative Ointment,SABLE,Nundro Rockseeker
24167344,COMMISSIONS,JEWELRY,Lanec Lot,AMULET / NECKLACE,Necklace of Prayer Beads,MYTHAL,Arentian Mythrandius
24180928,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Blanket ,U.N.N.,Ruralion Baeneduren
24339810,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Balance of Harmony,SABLE,Nundro Rockseeker
24410705,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, fine ",BORDERLANDS,Thaldrak Battlehammer
24436762,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of Resurrection,SABLE,Nundro Rockseeker
24485199,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Heavy Armour +3,BORDERLANDS,Thaldrak Battlehammer
24496053,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,War Dinosaur,BORDERLANDS,Thaldrak Battlehammer
24496525,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Pony,U.N.N.,Ruralion Baeneduren
24673533,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Battleaxe ,BORDERLANDS,Thaldrak Battlehammer
24742412,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Web,ARCANTIC,Enthoril Murkywaters
24750467,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Poisoner’s kit ,RED CURTAIN,Siras Invictus
24775352,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of Security,RED CURTAIN,Siras Invictus
24790215,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Smith’s tools ,RED CURTAIN,Siras Invictus
24816698,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, traveler’s ",U.N.N.,Ruralion Baeneduren
24819792,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,WAND,Wand of Pyrotechnics,RED CURTAIN,Siras Invictus
24831568,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Holy water (flask) ,U.N.N.,Ruralion Baeneduren
24857156,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Radiant vulnerability,BORDERLANDS,Thaldrak Battlehammer
24879389,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Lapis Lazuli),U.N.N.,Ruralion Baeneduren
24938380,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Calligraphers supplies ,U.N.N.,Ruralion Baeneduren
25286681,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Feather Falling,SABLE,Nundro Rockseeker
25393886,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Lantern of Revealing,SABLE,Nundro Rockseeker
25410780,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Rope of Mending,BORDERLANDS,Thaldrak Battlehammer
25440616,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Shadowfell Shard,SABLE,Nundro Rockseeker
25489372,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Glaive ,BORDERLANDS,Thaldrak Battlehammer
25514922,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Orb of Gonging,RED CURTAIN,Siras Invictus
25594959,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Warhorse,RED CURTAIN,Siras Invictus
25670734,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Lyre,RED CURTAIN,Siras Invictus
25678478,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sunsword,SABLE,Nundro Rockseeker
25681559,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Absorption,RED CURTAIN,Siras Invictus
25704302,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Belt of Fire Giant Strength,U.N.N.,Ruralion Baeneduren
25705511,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,LIVESTOCK,Rabbit,U.N.N.,Ruralion Baeneduren
25706788,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Shortsword ,BORDERLANDS,Thaldrak Battlehammer
25791630,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Weapon of Certain Death Enchantment,ARCANTIC,Enthoril Murkywaters
25851238,ADVENTURING,JEWELRY,Lanec Lot,AMULET / NECKLACE,Amulet of Proof against Detection and Location,SABLE,Nundro Rockseeker
25867613,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Quiver ,U.N.N.,Ruralion Baeneduren
25869626,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Orb of the Veil,ARCANTIC,Enthoril Murkywaters
25906638,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Playing card set,U.N.N.,Ruralion Baeneduren
25998718,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Elixir of Health,SABLE,Nundro Rockseeker
26008467,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Lock of Trickery,SABLE,Nundro Rockseeker
26031257,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BRACERS,Bracers of Defense,ARCANTIC,Enthoril Murkywaters
26032666,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ROD,Blast Scepter,BORDERLANDS,Thaldrak Battlehammer
26096436,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Vox Seeker,SABLE,Nundro Rockseeker
26118273,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Gem of Seeing,SABLE,Nundro Rockseeker
26166384,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Marvelous Pigments,BORDERLANDS,Thaldrak Battlehammer
26194157,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Weapon +3,SABLE,Nundro Rockseeker
26212229,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Silver Horn of Valhalla,SABLE,Nundro Rockseeker
26230813,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Hewards Hireling Armour,ARCANTIC,Enthoril Murkywaters
26247732,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Blue Dragon Mask,ARCANTIC,Enthoril Murkywaters
26270174,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Saddlebags,BORDERLANDS,Thaldrak Battlehammer
26341441,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sickle,BORDERLANDS,Thaldrak Battlehammer
